areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
nation,Northern Ireland,N92000002,2021-02-16,12,2013
nation,Northern Ireland,N92000002,2021-02-15,5,2001
nation,Northern Ireland,N92000002,2021-02-14,5,1996
nation,Northern Ireland,N92000002,2021-02-13,8,1991
nation,Northern Ireland,N92000002,2021-02-12,9,1983
nation,Northern Ireland,N92000002,2021-02-11,12,1974
nation,Northern Ireland,N92000002,2021-02-10,8,1962
nation,Northern Ireland,N92000002,2021-02-09,3,1954
nation,Northern Ireland,N92000002,2021-02-08,9,1951
nation,Northern Ireland,N92000002,2021-02-07,8,1942
nation,Northern Ireland,N92000002,2021-02-06,13,1934
nation,Northern Ireland,N92000002,2021-02-05,9,1921
nation,Northern Ireland,N92000002,2021-02-04,14,1912
nation,Northern Ireland,N92000002,2021-02-03,5,1898
nation,Northern Ireland,N92000002,2021-02-02,13,1893
nation,Northern Ireland,N92000002,2021-02-01,15,1880
nation,Northern Ireland,N92000002,2021-01-31,12,1865
nation,Northern Ireland,N92000002,2021-01-30,14,1853
nation,Northern Ireland,N92000002,2021-01-29,23,1839
nation,Northern Ireland,N92000002,2021-01-28,16,1816
nation,Northern Ireland,N92000002,2021-01-27,20,1800
nation,Northern Ireland,N92000002,2021-01-26,12,1780
nation,Northern Ireland,N92000002,2021-01-25,15,1768
nation,Northern Ireland,N92000002,2021-01-24,13,1753
nation,Northern Ireland,N92000002,2021-01-23,20,1740
nation,Northern Ireland,N92000002,2021-01-22,13,1720
nation,Northern Ireland,N92000002,2021-01-21,11,1707
nation,Northern Ireland,N92000002,2021-01-20,19,1696
nation,Northern Ireland,N92000002,2021-01-19,19,1677
nation,Northern Ireland,N92000002,2021-01-18,21,1658
nation,Northern Ireland,N92000002,2021-01-17,29,1637
nation,Northern Ireland,N92000002,2021-01-16,20,1608
nation,Northern Ireland,N92000002,2021-01-15,24,1588
nation,Northern Ireland,N92000002,2021-01-14,26,1564
nation,Northern Ireland,N92000002,2021-01-13,19,1538
nation,Northern Ireland,N92000002,2021-01-12,19,1519
nation,Northern Ireland,N92000002,2021-01-11,23,1500
nation,Northern Ireland,N92000002,2021-01-10,16,1477
nation,Northern Ireland,N92000002,2021-01-09,20,1461
nation,Northern Ireland,N92000002,2021-01-08,10,1441
nation,Northern Ireland,N92000002,2021-01-07,21,1431
nation,Northern Ireland,N92000002,2021-01-06,11,1410
nation,Northern Ireland,N92000002,2021-01-05,7,1399
nation,Northern Ireland,N92000002,2021-01-04,13,1392
nation,Northern Ireland,N92000002,2021-01-03,12,1379
nation,Northern Ireland,N92000002,2021-01-02,14,1367
nation,Northern Ireland,N92000002,2021-01-01,13,1353
nation,Northern Ireland,N92000002,2020-12-31,10,1340
nation,Northern Ireland,N92000002,2020-12-30,13,1330
nation,Northern Ireland,N92000002,2020-12-29,11,1317
nation,Northern Ireland,N92000002,2020-12-28,8,1306
nation,Northern Ireland,N92000002,2020-12-27,14,1298
nation,Northern Ireland,N92000002,2020-12-26,10,1284
nation,Northern Ireland,N92000002,2020-12-25,7,1274
nation,Northern Ireland,N92000002,2020-12-24,15,1267
nation,Northern Ireland,N92000002,2020-12-23,15,1252
nation,Northern Ireland,N92000002,2020-12-22,10,1237
nation,Northern Ireland,N92000002,2020-12-21,17,1227
nation,Northern Ireland,N92000002,2020-12-20,12,1210
nation,Northern Ireland,N92000002,2020-12-19,15,1198
nation,Northern Ireland,N92000002,2020-12-18,10,1183
nation,Northern Ireland,N92000002,2020-12-17,14,1173
nation,Northern Ireland,N92000002,2020-12-16,13,1159
nation,Northern Ireland,N92000002,2020-12-15,6,1146
nation,Northern Ireland,N92000002,2020-12-14,6,1140
nation,Northern Ireland,N92000002,2020-12-13,5,1134
nation,Northern Ireland,N92000002,2020-12-12,7,1129
nation,Northern Ireland,N92000002,2020-12-11,9,1122
nation,Northern Ireland,N92000002,2020-12-10,13,1113
nation,Northern Ireland,N92000002,2020-12-09,9,1100
nation,Northern Ireland,N92000002,2020-12-08,7,1091
nation,Northern Ireland,N92000002,2020-12-07,17,1084
nation,Northern Ireland,N92000002,2020-12-06,11,1067
nation,Northern Ireland,N92000002,2020-12-05,12,1056
nation,Northern Ireland,N92000002,2020-12-04,7,1044
nation,Northern Ireland,N92000002,2020-12-03,6,1037
nation,Northern Ireland,N92000002,2020-12-02,8,1031
nation,Northern Ireland,N92000002,2020-12-01,7,1023
nation,Northern Ireland,N92000002,2020-11-30,12,1016
nation,Northern Ireland,N92000002,2020-11-29,8,1004
nation,Northern Ireland,N92000002,2020-11-28,11,996
nation,Northern Ireland,N92000002,2020-11-27,11,985
nation,Northern Ireland,N92000002,2020-11-26,8,974
nation,Northern Ireland,N92000002,2020-11-25,10,966
nation,Northern Ireland,N92000002,2020-11-24,7,956
nation,Northern Ireland,N92000002,2020-11-23,8,949
nation,Northern Ireland,N92000002,2020-11-22,6,941
nation,Northern Ireland,N92000002,2020-11-21,8,935
nation,Northern Ireland,N92000002,2020-11-20,13,927
nation,Northern Ireland,N92000002,2020-11-19,13,914
nation,Northern Ireland,N92000002,2020-11-18,10,901
nation,Northern Ireland,N92000002,2020-11-17,11,891
nation,Northern Ireland,N92000002,2020-11-16,9,880
nation,Northern Ireland,N92000002,2020-11-15,13,871
nation,Northern Ireland,N92000002,2020-11-14,13,858
nation,Northern Ireland,N92000002,2020-11-13,11,845
nation,Northern Ireland,N92000002,2020-11-12,10,834
nation,Northern Ireland,N92000002,2020-11-11,13,824
nation,Northern Ireland,N92000002,2020-11-10,8,811
nation,Northern Ireland,N92000002,2020-11-09,10,803
nation,Northern Ireland,N92000002,2020-11-08,10,793
nation,Northern Ireland,N92000002,2020-11-07,7,783
nation,Northern Ireland,N92000002,2020-11-06,15,776
nation,Northern Ireland,N92000002,2020-11-05,7,761
nation,Northern Ireland,N92000002,2020-11-04,10,754
nation,Northern Ireland,N92000002,2020-11-03,12,744
nation,Northern Ireland,N92000002,2020-11-02,5,732
nation,Northern Ireland,N92000002,2020-11-01,10,727
nation,Northern Ireland,N92000002,2020-10-31,7,717
nation,Northern Ireland,N92000002,2020-10-30,9,710
nation,Northern Ireland,N92000002,2020-10-29,14,701
nation,Northern Ireland,N92000002,2020-10-28,9,687
nation,Northern Ireland,N92000002,2020-10-27,10,678
nation,Northern Ireland,N92000002,2020-10-26,11,668
nation,Northern Ireland,N92000002,2020-10-25,6,657
nation,Northern Ireland,N92000002,2020-10-24,8,651
nation,Northern Ireland,N92000002,2020-10-23,6,643
nation,Northern Ireland,N92000002,2020-10-22,4,637
nation,Northern Ireland,N92000002,2020-10-21,6,633
nation,Northern Ireland,N92000002,2020-10-20,3,627
nation,Northern Ireland,N92000002,2020-10-19,4,624
nation,Northern Ireland,N92000002,2020-10-18,7,620
nation,Northern Ireland,N92000002,2020-10-17,3,613
nation,Northern Ireland,N92000002,2020-10-16,2,610
nation,Northern Ireland,N92000002,2020-10-15,4,608
nation,Northern Ireland,N92000002,2020-10-14,2,604
nation,Northern Ireland,N92000002,2020-10-13,4,602
nation,Northern Ireland,N92000002,2020-10-12,5,598
nation,Northern Ireland,N92000002,2020-10-11,6,593
nation,Northern Ireland,N92000002,2020-10-10,0,587
nation,Northern Ireland,N92000002,2020-10-09,0,587
nation,Northern Ireland,N92000002,2020-10-08,0,587
nation,Northern Ireland,N92000002,2020-10-07,1,587
nation,Northern Ireland,N92000002,2020-10-06,1,586
nation,Northern Ireland,N92000002,2020-10-05,1,585
nation,Northern Ireland,N92000002,2020-10-04,0,584
nation,Northern Ireland,N92000002,2020-10-03,1,584
nation,Northern Ireland,N92000002,2020-10-02,2,583
nation,Northern Ireland,N92000002,2020-10-01,1,581
nation,Northern Ireland,N92000002,2020-09-30,1,580
nation,Northern Ireland,N92000002,2020-09-29,0,579
nation,Northern Ireland,N92000002,2020-09-28,1,579
nation,Northern Ireland,N92000002,2020-09-27,0,578
nation,Northern Ireland,N92000002,2020-09-26,0,578
nation,Northern Ireland,N92000002,2020-09-25,1,578
nation,Northern Ireland,N92000002,2020-09-24,0,577
nation,Northern Ireland,N92000002,2020-09-23,0,577
nation,Northern Ireland,N92000002,2020-09-22,0,577
nation,Northern Ireland,N92000002,2020-09-21,0,577
nation,Northern Ireland,N92000002,2020-09-20,0,577
nation,Northern Ireland,N92000002,2020-09-19,2,577
nation,Northern Ireland,N92000002,2020-09-18,1,575
nation,Northern Ireland,N92000002,2020-09-17,0,574
nation,Northern Ireland,N92000002,2020-09-16,2,574
nation,Northern Ireland,N92000002,2020-09-15,1,572
nation,Northern Ireland,N92000002,2020-09-14,1,571
nation,Northern Ireland,N92000002,2020-09-13,0,570
nation,Northern Ireland,N92000002,2020-09-12,0,570
nation,Northern Ireland,N92000002,2020-09-11,2,570
nation,Northern Ireland,N92000002,2020-09-10,1,568
nation,Northern Ireland,N92000002,2020-09-09,0,567
nation,Northern Ireland,N92000002,2020-09-08,0,567
nation,Northern Ireland,N92000002,2020-09-07,2,567
nation,Northern Ireland,N92000002,2020-09-06,0,565
nation,Northern Ireland,N92000002,2020-09-05,1,565
nation,Northern Ireland,N92000002,2020-09-04,0,564
nation,Northern Ireland,N92000002,2020-09-03,2,564
nation,Northern Ireland,N92000002,2020-09-02,0,562
nation,Northern Ireland,N92000002,2020-09-01,1,562
nation,Northern Ireland,N92000002,2020-08-31,0,561
nation,Northern Ireland,N92000002,2020-08-30,0,561
nation,Northern Ireland,N92000002,2020-08-29,0,561
nation,Northern Ireland,N92000002,2020-08-28,1,561
nation,Northern Ireland,N92000002,2020-08-27,0,560
nation,Northern Ireland,N92000002,2020-08-26,0,560
nation,Northern Ireland,N92000002,2020-08-25,1,560
nation,Northern Ireland,N92000002,2020-08-24,0,559
nation,Northern Ireland,N92000002,2020-08-23,0,559
nation,Northern Ireland,N92000002,2020-08-22,0,559
nation,Northern Ireland,N92000002,2020-08-21,0,559
nation,Northern Ireland,N92000002,2020-08-20,0,559
nation,Northern Ireland,N92000002,2020-08-19,0,559
nation,Northern Ireland,N92000002,2020-08-18,0,559
nation,Northern Ireland,N92000002,2020-08-17,0,559
nation,Northern Ireland,N92000002,2020-08-16,0,559
nation,Northern Ireland,N92000002,2020-08-15,1,559
nation,Northern Ireland,N92000002,2020-08-14,0,558
nation,Northern Ireland,N92000002,2020-08-13,1,558
nation,Northern Ireland,N92000002,2020-08-12,0,557
nation,Northern Ireland,N92000002,2020-08-11,0,557
nation,Northern Ireland,N92000002,2020-08-10,0,557
nation,Northern Ireland,N92000002,2020-08-09,0,557
nation,Northern Ireland,N92000002,2020-08-08,1,557
nation,Northern Ireland,N92000002,2020-08-07,0,556
nation,Northern Ireland,N92000002,2020-08-06,0,556
nation,Northern Ireland,N92000002,2020-08-05,0,556
nation,Northern Ireland,N92000002,2020-08-04,0,556
nation,Northern Ireland,N92000002,2020-08-03,0,556
nation,Northern Ireland,N92000002,2020-08-02,0,556
nation,Northern Ireland,N92000002,2020-08-01,0,556
nation,Northern Ireland,N92000002,2020-07-31,0,556
nation,Northern Ireland,N92000002,2020-07-30,0,556
nation,Northern Ireland,N92000002,2020-07-29,0,556
nation,Northern Ireland,N92000002,2020-07-28,0,556
nation,Northern Ireland,N92000002,2020-07-27,0,556
nation,Northern Ireland,N92000002,2020-07-26,0,556
nation,Northern Ireland,N92000002,2020-07-25,0,556
nation,Northern Ireland,N92000002,2020-07-24,0,556
nation,Northern Ireland,N92000002,2020-07-23,0,556
nation,Northern Ireland,N92000002,2020-07-22,0,556
nation,Northern Ireland,N92000002,2020-07-21,0,556
nation,Northern Ireland,N92000002,2020-07-20,0,556
nation,Northern Ireland,N92000002,2020-07-19,0,556
nation,Northern Ireland,N92000002,2020-07-18,0,556
nation,Northern Ireland,N92000002,2020-07-17,0,556
nation,Northern Ireland,N92000002,2020-07-16,0,556
nation,Northern Ireland,N92000002,2020-07-15,0,556
nation,Northern Ireland,N92000002,2020-07-14,0,556
nation,Northern Ireland,N92000002,2020-07-13,0,556
nation,Northern Ireland,N92000002,2020-07-12,1,556
nation,Northern Ireland,N92000002,2020-07-11,0,555
nation,Northern Ireland,N92000002,2020-07-10,0,555
nation,Northern Ireland,N92000002,2020-07-09,1,555
nation,Northern Ireland,N92000002,2020-07-08,0,554
nation,Northern Ireland,N92000002,2020-07-07,0,554
nation,Northern Ireland,N92000002,2020-07-06,0,554
nation,Northern Ireland,N92000002,2020-07-05,0,554
nation,Northern Ireland,N92000002,2020-07-04,0,554
nation,Northern Ireland,N92000002,2020-07-03,2,554
nation,Northern Ireland,N92000002,2020-07-02,0,552
nation,Northern Ireland,N92000002,2020-07-01,1,552
nation,Northern Ireland,N92000002,2020-06-30,0,551
nation,Northern Ireland,N92000002,2020-06-29,1,551
nation,Northern Ireland,N92000002,2020-06-28,0,550
nation,Northern Ireland,N92000002,2020-06-27,0,550
nation,Northern Ireland,N92000002,2020-06-26,2,550
nation,Northern Ireland,N92000002,2020-06-25,1,548
nation,Northern Ireland,N92000002,2020-06-24,0,547
nation,Northern Ireland,N92000002,2020-06-23,1,547
nation,Northern Ireland,N92000002,2020-06-22,1,546
nation,Northern Ireland,N92000002,2020-06-21,0,545
nation,Northern Ireland,N92000002,2020-06-20,0,545
nation,Northern Ireland,N92000002,2020-06-19,1,545
nation,Northern Ireland,N92000002,2020-06-18,1,544
nation,Northern Ireland,N92000002,2020-06-17,1,543
nation,Northern Ireland,N92000002,2020-06-16,1,542
nation,Northern Ireland,N92000002,2020-06-15,0,541
nation,Northern Ireland,N92000002,2020-06-14,0,541
nation,Northern Ireland,N92000002,2020-06-13,1,541
nation,Northern Ireland,N92000002,2020-06-12,1,540
nation,Northern Ireland,N92000002,2020-06-11,2,539
nation,Northern Ireland,N92000002,2020-06-10,0,537
nation,Northern Ireland,N92000002,2020-06-09,0,537
nation,Northern Ireland,N92000002,2020-06-08,0,537
nation,Northern Ireland,N92000002,2020-06-07,0,537
nation,Northern Ireland,N92000002,2020-06-06,0,537
nation,Northern Ireland,N92000002,2020-06-05,1,537
nation,Northern Ireland,N92000002,2020-06-04,0,536
nation,Northern Ireland,N92000002,2020-06-03,2,536
nation,Northern Ireland,N92000002,2020-06-02,2,534
nation,Northern Ireland,N92000002,2020-06-01,1,532
nation,Northern Ireland,N92000002,2020-05-31,1,531
nation,Northern Ireland,N92000002,2020-05-30,2,530
nation,Northern Ireland,N92000002,2020-05-29,1,528
nation,Northern Ireland,N92000002,2020-05-28,3,527
nation,Northern Ireland,N92000002,2020-05-27,4,524
nation,Northern Ireland,N92000002,2020-05-26,1,520
nation,Northern Ireland,N92000002,2020-05-25,1,519
nation,Northern Ireland,N92000002,2020-05-24,7,518
nation,Northern Ireland,N92000002,2020-05-23,2,511
nation,Northern Ireland,N92000002,2020-05-22,1,509
nation,Northern Ireland,N92000002,2020-05-21,4,508
nation,Northern Ireland,N92000002,2020-05-20,5,504
nation,Northern Ireland,N92000002,2020-05-19,5,499
nation,Northern Ireland,N92000002,2020-05-18,7,494
nation,Northern Ireland,N92000002,2020-05-17,7,487
nation,Northern Ireland,N92000002,2020-05-16,4,480
nation,Northern Ireland,N92000002,2020-05-15,3,476
nation,Northern Ireland,N92000002,2020-05-14,10,473
nation,Northern Ireland,N92000002,2020-05-13,3,463
nation,Northern Ireland,N92000002,2020-05-12,4,460
nation,Northern Ireland,N92000002,2020-05-11,2,456
nation,Northern Ireland,N92000002,2020-05-10,10,454
nation,Northern Ireland,N92000002,2020-05-09,7,444
nation,Northern Ireland,N92000002,2020-05-08,6,437
nation,Northern Ireland,N92000002,2020-05-07,3,431
nation,Northern Ireland,N92000002,2020-05-06,3,428
nation,Northern Ireland,N92000002,2020-05-05,6,425
nation,Northern Ireland,N92000002,2020-05-04,9,419
nation,Northern Ireland,N92000002,2020-05-03,11,410
nation,Northern Ireland,N92000002,2020-05-02,12,399
nation,Northern Ireland,N92000002,2020-05-01,12,387
nation,Northern Ireland,N92000002,2020-04-30,8,375
nation,Northern Ireland,N92000002,2020-04-29,14,367
nation,Northern Ireland,N92000002,2020-04-28,6,353
nation,Northern Ireland,N92000002,2020-04-27,13,347
nation,Northern Ireland,N92000002,2020-04-26,14,334
nation,Northern Ireland,N92000002,2020-04-25,15,320
nation,Northern Ireland,N92000002,2020-04-24,11,305
nation,Northern Ireland,N92000002,2020-04-23,16,294
nation,Northern Ireland,N92000002,2020-04-22,19,278
nation,Northern Ireland,N92000002,2020-04-21,13,259
nation,Northern Ireland,N92000002,2020-04-20,12,246
nation,Northern Ireland,N92000002,2020-04-19,10,234
nation,Northern Ireland,N92000002,2020-04-18,10,224
nation,Northern Ireland,N92000002,2020-04-17,9,214
nation,Northern Ireland,N92000002,2020-04-16,11,205
nation,Northern Ireland,N92000002,2020-04-15,16,194
nation,Northern Ireland,N92000002,2020-04-14,12,178
nation,Northern Ireland,N92000002,2020-04-13,7,166
nation,Northern Ireland,N92000002,2020-04-12,16,159
nation,Northern Ireland,N92000002,2020-04-11,11,143
nation,Northern Ireland,N92000002,2020-04-10,11,132
nation,Northern Ireland,N92000002,2020-04-09,18,121
nation,Northern Ireland,N92000002,2020-04-08,4,103
nation,Northern Ireland,N92000002,2020-04-07,8,99
nation,Northern Ireland,N92000002,2020-04-06,6,91
nation,Northern Ireland,N92000002,2020-04-05,11,85
nation,Northern Ireland,N92000002,2020-04-04,9,74
nation,Northern Ireland,N92000002,2020-04-03,10,65
nation,Northern Ireland,N92000002,2020-04-02,10,55
nation,Northern Ireland,N92000002,2020-04-01,4,45
nation,Northern Ireland,N92000002,2020-03-31,5,41
nation,Northern Ireland,N92000002,2020-03-30,4,36
nation,Northern Ireland,N92000002,2020-03-29,4,32
nation,Northern Ireland,N92000002,2020-03-28,8,28
nation,Northern Ireland,N92000002,2020-03-27,3,20
nation,Northern Ireland,N92000002,2020-03-26,2,17
nation,Northern Ireland,N92000002,2020-03-25,4,15
nation,Northern Ireland,N92000002,2020-03-24,2,11
nation,Northern Ireland,N92000002,2020-03-23,5,9
nation,Northern Ireland,N92000002,2020-03-22,1,4
nation,Northern Ireland,N92000002,2020-03-21,1,3
nation,Northern Ireland,N92000002,2020-03-20,0,2
nation,Northern Ireland,N92000002,2020-03-19,1,2
nation,Northern Ireland,N92000002,2020-03-18,1,1
nation,Scotland,S92000003,2021-06-19,0,7692
nation,Scotland,S92000003,2021-06-18,0,7692
nation,Scotland,S92000003,2021-06-17,1,7692
nation,Scotland,S92000003,2021-06-16,1,7691
nation,Scotland,S92000003,2021-06-15,3,7690
nation,Scotland,S92000003,2021-06-14,1,7687
nation,Scotland,S92000003,2021-06-13,3,7686
nation,Scotland,S92000003,2021-06-12,0,7683
nation,Scotland,S92000003,2021-06-11,0,7683
nation,Scotland,S92000003,2021-06-10,2,7683
nation,Scotland,S92000003,2021-06-09,1,7681
nation,Scotland,S92000003,2021-06-08,0,7680
nation,Scotland,S92000003,2021-06-07,1,7680
nation,Scotland,S92000003,2021-06-06,1,7679
nation,Scotland,S92000003,2021-06-05,0,7678
nation,Scotland,S92000003,2021-06-04,1,7678
nation,Scotland,S92000003,2021-06-03,2,7677
nation,Scotland,S92000003,2021-06-02,1,7675
nation,Scotland,S92000003,2021-06-01,0,7674
nation,Scotland,S92000003,2021-05-31,0,7674
nation,Scotland,S92000003,2021-05-30,1,7674
nation,Scotland,S92000003,2021-05-29,2,7673
nation,Scotland,S92000003,2021-05-28,1,7671
nation,Scotland,S92000003,2021-05-27,1,7670
nation,Scotland,S92000003,2021-05-26,2,7669
nation,Scotland,S92000003,2021-05-25,0,7667
nation,Scotland,S92000003,2021-05-24,0,7667
nation,Scotland,S92000003,2021-05-23,1,7667
nation,Scotland,S92000003,2021-05-22,1,7666
nation,Scotland,S92000003,2021-05-21,0,7665
nation,Scotland,S92000003,2021-05-20,0,7665
nation,Scotland,S92000003,2021-05-19,0,7665
nation,Scotland,S92000003,2021-05-18,0,7665
nation,Scotland,S92000003,2021-05-17,1,7665
nation,Scotland,S92000003,2021-05-16,0,7664
nation,Scotland,S92000003,2021-05-15,0,7664
nation,Scotland,S92000003,2021-05-14,0,7664
nation,Scotland,S92000003,2021-05-13,0,7664
nation,Scotland,S92000003,2021-05-12,2,7664
nation,Scotland,S92000003,2021-05-11,0,7662
nation,Scotland,S92000003,2021-05-10,0,7662
nation,Scotland,S92000003,2021-05-09,0,7662
nation,Scotland,S92000003,2021-05-08,0,7662
nation,Scotland,S92000003,2021-05-07,0,7662
nation,Scotland,S92000003,2021-05-06,0,7662
nation,Scotland,S92000003,2021-05-05,0,7662
nation,Scotland,S92000003,2021-05-04,0,7662
nation,Scotland,S92000003,2021-05-03,0,7662
nation,Scotland,S92000003,2021-05-02,1,7662
nation,Scotland,S92000003,2021-05-01,0,7661
nation,Scotland,S92000003,2021-04-30,0,7661
nation,Scotland,S92000003,2021-04-29,0,7661
nation,Scotland,S92000003,2021-04-28,1,7661
nation,Scotland,S92000003,2021-04-27,1,7660
nation,Scotland,S92000003,2021-04-26,1,7659
nation,Scotland,S92000003,2021-04-25,2,7658
nation,Scotland,S92000003,2021-04-24,0,7656
nation,Scotland,S92000003,2021-04-23,2,7656
nation,Scotland,S92000003,2021-04-22,0,7654
nation,Scotland,S92000003,2021-04-21,3,7654
nation,Scotland,S92000003,2021-04-20,1,7651
nation,Scotland,S92000003,2021-04-19,1,7650
nation,Scotland,S92000003,2021-04-18,0,7649
nation,Scotland,S92000003,2021-04-17,1,7649
nation,Scotland,S92000003,2021-04-16,1,7648
nation,Scotland,S92000003,2021-04-15,2,7647
nation,Scotland,S92000003,2021-04-14,3,7645
nation,Scotland,S92000003,2021-04-13,0,7642
nation,Scotland,S92000003,2021-04-12,0,7642
nation,Scotland,S92000003,2021-04-11,2,7642
nation,Scotland,S92000003,2021-04-10,3,7640
nation,Scotland,S92000003,2021-04-09,2,7637
nation,Scotland,S92000003,2021-04-08,2,7635
nation,Scotland,S92000003,2021-04-07,2,7633
nation,Scotland,S92000003,2021-04-06,2,7631
nation,Scotland,S92000003,2021-04-05,4,7629
nation,Scotland,S92000003,2021-04-04,1,7625
nation,Scotland,S92000003,2021-04-03,2,7624
nation,Scotland,S92000003,2021-04-02,2,7622
nation,Scotland,S92000003,2021-04-01,1,7620
nation,Scotland,S92000003,2021-03-31,2,7619
nation,Scotland,S92000003,2021-03-30,2,7617
nation,Scotland,S92000003,2021-03-29,5,7615
nation,Scotland,S92000003,2021-03-28,5,7610
nation,Scotland,S92000003,2021-03-27,5,7605
nation,Scotland,S92000003,2021-03-26,5,7600
nation,Scotland,S92000003,2021-03-25,7,7595
nation,Scotland,S92000003,2021-03-24,4,7588
nation,Scotland,S92000003,2021-03-23,3,7584
nation,Scotland,S92000003,2021-03-22,3,7581
nation,Scotland,S92000003,2021-03-21,4,7578
nation,Scotland,S92000003,2021-03-20,5,7574
nation,Scotland,S92000003,2021-03-19,6,7569
nation,Scotland,S92000003,2021-03-18,3,7563
nation,Scotland,S92000003,2021-03-17,8,7560
nation,Scotland,S92000003,2021-03-16,11,7552
nation,Scotland,S92000003,2021-03-15,1,7541
nation,Scotland,S92000003,2021-03-14,7,7540
nation,Scotland,S92000003,2021-03-13,4,7533
nation,Scotland,S92000003,2021-03-12,6,7529
nation,Scotland,S92000003,2021-03-11,7,7523
nation,Scotland,S92000003,2021-03-10,5,7516
nation,Scotland,S92000003,2021-03-09,10,7511
nation,Scotland,S92000003,2021-03-08,15,7501
nation,Scotland,S92000003,2021-03-07,10,7486
nation,Scotland,S92000003,2021-03-06,10,7476
nation,Scotland,S92000003,2021-03-05,8,7466
nation,Scotland,S92000003,2021-03-04,14,7458
nation,Scotland,S92000003,2021-03-03,11,7444
nation,Scotland,S92000003,2021-03-02,13,7433
nation,Scotland,S92000003,2021-03-01,20,7420
nation,Scotland,S92000003,2021-02-28,9,7400
nation,Scotland,S92000003,2021-02-27,18,7391
nation,Scotland,S92000003,2021-02-26,16,7373
nation,Scotland,S92000003,2021-02-25,20,7357
nation,Scotland,S92000003,2021-02-24,17,7337
nation,Scotland,S92000003,2021-02-23,16,7320
nation,Scotland,S92000003,2021-02-22,22,7304
nation,Scotland,S92000003,2021-02-21,20,7282
nation,Scotland,S92000003,2021-02-20,27,7262
nation,Scotland,S92000003,2021-02-19,44,7235
nation,Scotland,S92000003,2021-02-18,34,7191
nation,Scotland,S92000003,2021-02-17,28,7157
nation,Scotland,S92000003,2021-02-16,25,7129
nation,Scotland,S92000003,2021-02-15,34,7104
nation,Scotland,S92000003,2021-02-14,33,7070
nation,Scotland,S92000003,2021-02-13,32,7037
nation,Scotland,S92000003,2021-02-12,41,7005
nation,Scotland,S92000003,2021-02-11,35,6964
nation,Scotland,S92000003,2021-02-10,37,6929
nation,Scotland,S92000003,2021-02-09,48,6892
nation,Scotland,S92000003,2021-02-08,41,6844
nation,Scotland,S92000003,2021-02-07,42,6803
nation,Scotland,S92000003,2021-02-06,51,6761
nation,Scotland,S92000003,2021-02-05,44,6710
nation,Scotland,S92000003,2021-02-04,32,6666
nation,Scotland,S92000003,2021-02-03,48,6634
nation,Scotland,S92000003,2021-02-02,42,6586
nation,Scotland,S92000003,2021-02-01,43,6544
nation,Scotland,S92000003,2021-01-31,47,6501
nation,Scotland,S92000003,2021-01-30,44,6454
nation,Scotland,S92000003,2021-01-29,58,6410
nation,Scotland,S92000003,2021-01-28,47,6352
nation,Scotland,S92000003,2021-01-27,60,6305
nation,Scotland,S92000003,2021-01-26,52,6245
nation,Scotland,S92000003,2021-01-25,52,6193
nation,Scotland,S92000003,2021-01-24,70,6141
nation,Scotland,S92000003,2021-01-23,53,6071
nation,Scotland,S92000003,2021-01-22,67,6018
nation,Scotland,S92000003,2021-01-21,57,5951
nation,Scotland,S92000003,2021-01-20,66,5894
nation,Scotland,S92000003,2021-01-19,70,5828
nation,Scotland,S92000003,2021-01-18,63,5758
nation,Scotland,S92000003,2021-01-17,43,5695
nation,Scotland,S92000003,2021-01-16,76,5652
nation,Scotland,S92000003,2021-01-15,58,5576
nation,Scotland,S92000003,2021-01-14,57,5518
nation,Scotland,S92000003,2021-01-13,51,5461
nation,Scotland,S92000003,2021-01-12,51,5410
nation,Scotland,S92000003,2021-01-11,48,5359
nation,Scotland,S92000003,2021-01-10,59,5311
nation,Scotland,S92000003,2021-01-09,38,5252
nation,Scotland,S92000003,2021-01-08,42,5214
nation,Scotland,S92000003,2021-01-07,44,5172
nation,Scotland,S92000003,2021-01-06,48,5128
nation,Scotland,S92000003,2021-01-05,40,5080
nation,Scotland,S92000003,2021-01-04,37,5040
nation,Scotland,S92000003,2021-01-03,42,5003
nation,Scotland,S92000003,2021-01-02,42,4961
nation,Scotland,S92000003,2021-01-01,35,4919
nation,Scotland,S92000003,2020-12-31,44,4884
nation,Scotland,S92000003,2020-12-30,32,4840
nation,Scotland,S92000003,2020-12-29,26,4808
nation,Scotland,S92000003,2020-12-28,30,4782
nation,Scotland,S92000003,2020-12-27,34,4752
nation,Scotland,S92000003,2020-12-26,34,4718
nation,Scotland,S92000003,2020-12-25,35,4684
nation,Scotland,S92000003,2020-12-24,36,4649
nation,Scotland,S92000003,2020-12-23,34,4613
nation,Scotland,S92000003,2020-12-22,28,4579
nation,Scotland,S92000003,2020-12-21,25,4551
nation,Scotland,S92000003,2020-12-20,29,4526
nation,Scotland,S92000003,2020-12-19,28,4497
nation,Scotland,S92000003,2020-12-18,23,4469
nation,Scotland,S92000003,2020-12-17,36,4446
nation,Scotland,S92000003,2020-12-16,31,4410
nation,Scotland,S92000003,2020-12-15,32,4379
nation,Scotland,S92000003,2020-12-14,31,4347
nation,Scotland,S92000003,2020-12-13,26,4316
nation,Scotland,S92000003,2020-12-12,23,4290
nation,Scotland,S92000003,2020-12-11,20,4267
nation,Scotland,S92000003,2020-12-10,23,4247
